location,latitude,longitude,gvi_depan,gvi_kiri,gvi_kanan,gvi_average
titik049,,,0.3572073216,0.275478546,0.3759463807,0.3362107494
titik050,,,0.367441421,0.2404796844,0.5022866014,0.3700692356
titik051,,,0.2517671951,0.06849494717,0.211497094,0.1772530788
titik052,,,0.4665317998,0.4076473857,0.05039946631,0.308192884
titik053,,,0.5462796471,0.3658781993,0.6064768886,0.5062115783
titik054,,,0.3795321948,0.6598440977,0.6302710754,0.5565491227
titik055,,,0.2075927304,0.01559842687,0.2899627878,0.171051315
titik056,,,0.105535921,0.1175523884,0.0912125122,0.1047669405
titik057,,,0.1511113801,0.02709688235,0.03640682739,0.07153836329
titik058,,,0.1659455835,0.3409024924,0.0702322065,0.1923600941
titik059,,,0.0764350638,0.1962146741,0.1460637978,0.1395711786
titik060,,,0.1086556391,0.1179603352,0,0.07553865811
titik061,,,0.3276807202,0.3504561885,0.1372706345,0.2718025144
titik062,,,0.3314576313,0.3294163393,0.2251952867,0.2953564191
titik063,,,0.3512771669,0.1158861548,0.1547066158,0.2072899792
titik064,,,0.3229128119,0.2272746435,0.3891809519,0.3131228024
titik065,,,0.326109543,0.02402924422,0.1682861012,0.1728082961
titik066,,,0.06690613649,0.1846465052,0.1349966145,0.1288497521
titik067,,,0.1166001026,0.1994339595,0.1075710133,0.1412016918
titik068,,,0.1458254598,0.413912083,0.3816451975,0.3137942468
titik069,,,0.1705081242,0.2327036814,0.1597858865,0.1876658974
titik070,,,0.3238641956,0.6512751657,0.4482837891,0.4744743835
titik071,,,0.1739221972,0.2873577189,0.1953375611,0.2188724924
titik072,,,0.1991809407,0.1911531491,0.3585615669,0.2496318856
titik073,,,0.4169539681,0.4824364738,0.2773432752,0.3922445724
titik074,,,0.2969346255,0.2541382728,0.4334263938,0.3281664307
titik075,,,0.4610449407,0.2117675822,0.03289841789,0.2352369803
titik076,,,0.07334913614,0.1737534086,0.1628029627,0.1366351692
titik077,,,0.07096641222,0.2469362986,0.0201843044,0.1126956718
titik078,,,0.08836393836,0.001202844178,0.147417096,0.0789946262
titik079,,,0.04785681151,0.01972144471,0.008852308759,0.02547685499
titik080,,,0.1481656175,0.0006061790071,0.2812352193,0.1433356719
titik081,,,0.05683885726,0.06538449678,0.1288550337,0.08369279591
titik082,,,0.1306642593,0.002945352524,0.3823333664,0.1719809927
titik083,,,0.2919487191,0.4573249487,0.3877160127,0.3789965602
titik084,,,0.2781947463,0,0.2003899128,0.1595282197
titik085,,,0.08013118924,0.09099279179,0.03301410358,0.06804602821
titik086,,,0.3807371714,0.02269755317,0.11251098,0.1719819015
titik087,,,0.2241832207,0.002230502541,0.3552705089,0.1938947441
titik088,,,0.3872801484,0.5581398744,0.1448010781,0.3634070336
titik089,,,0.2692282835,0.1762970476,0.09752692608,0.1810174191
titik090,,,0.5753466317,0.2978948669,0.6612582567,0.5114999184
titik091,,,0.2079454805,0.0007881721361,0.615290026,0.2746745595
titik092,,,0.004757656342,0.003009734951,0.006944945053,0.004904112115
titik093,,,0.01589146943,0,0.00786422957,0.007918566335
titik094,,,0.05627015949,0,0.00672384286,0.02099800078
titik095,,,0.03142633404,0,0.01894203351,0.01678945585
titik096,,,0.3056027967,0.05874588937,0.006659598071,0.123669428
titik097,,,0.2196688234,0.01110346724,0,0.07692409686
titik098,,,0.0674465388,0,0,0.0224821796
titik099,,,0.04785336685,0.008959655429,0.01827305337,0.02502869188
titik100,,,0.08941644752,0.2596644175,0.148345388,0.165808751
titik101,,,0.1395559236,0,0.04595488114,0.06183693493
titik102,,,0.07977671682,0.004666864817,0.6230055748,0.2358163855
titik103,,,0.007481320074,0.02336311164,0.03768182109,0.02284208427
titik104,,,0.04534220613,0.1660216942,0,0.07045463344
titik105,,,0.06868932469,0,0.1036929239,0.05746074954
titik106,,,0.09265189004,0.002470234815,0.2681634201,0.1210951816
titik107,,,0.1230504017,0,0.2524941996,0.1251815338
titik108,,,0.0648670589,0.001260173244,0.4108462557,0.1589911626
titik109,,,0.1845332413,0.01354032161,0.04213456897,0.08006937731
titik110,,,0.0885677477,0.01281825423,0.04017802314,0.04718800836
titik111,,,0.1892082257,0.1933590469,0.3886394189,0.2570688972
titik112,,,0.2544492768,0.3608648176,0.1744449584,0.2632530176
titik113,,,0.2340312717,0.06067736219,0.292322631,0.1956770883
titik114,,,0.08008968923,0.06255773915,0.1758509215,0.1061661166
titik115,,,0.130853962,0.0005820663528,0,0.04381200944
titik116,,,0.5824179546,0.4710048612,0.3455982461,0.466340354
titik117,,,0.08904220928,0.1087712815,0.000356140177,0.06605654364
titik118,,,0.3969162704,0.2285800894,0.1816858238,0.2690607279
titik119,,,0.3063156783,0.03193557033,0.1070974534,0.1484495673
titik120,,,0.2894122155,0.4007494443,0.4557901473,0.3819839357
